LOCATION,SUBJECT,MEASURE,TIME,Value
TUR,SHEEP,THND_TONNE,2008,321
TUR,SHEEP,THND_TONNE,2009,300
TUR,SHEEP,THND_TONNE,2010,275
TUR,SHEEP,THND_TONNE,2011,296
TUR,SHEEP,THND_TONNE,2012,322
TUR,SHEEP,THND_TONNE,2013,352
TUR,SHEEP,THND_TONNE,2014,361
TUR,SHEEP,THND_TONNE,2015,367
TUR,SHEEP,THND_TONNE,2016,369
TUR,SHEEP,THND_TONNE,2017,373.9153576
TUR,SHEEP,THND_TONNE,2018,377.6737565
IRN,BEEF,THND_TONNE,1990,346
IRN,BEEF,THND_TONNE,1991,292
IRN,BEEF,THND_TONNE,1992,286
IRN,BEEF,THND_TONNE,1993,325
IRN,BEEF,THND_TONNE,1994,316
IRN,BEEF,THND_TONNE,1995,309
IRN,BEEF,THND_TONNE,1996,386
IRN,BEEF,THND_TONNE,1997,387
IRN,BEEF,THND_TONNE,1998,389
IRN,BEEF,THND_TONNE,1999,327
IRN,BEEF,THND_TONNE,2000,299
IRN,BEEF,THND_TONNE,2001,328
IRN,BEEF,THND_TONNE,2002,309
IRN,BEEF,THND_TONNE,2003,364
IRN,BEEF,THND_TONNE,2004,410
IRN,BEEF,THND_TONNE,2005,386
IRN,BEEF,THND_TONNE,2006,455
IRN,BEEF,THND_TONNE,2007,481
IRN,BEEF,THND_TONNE,2008,397
IRN,BEEF,THND_TONNE,2009,377
IRN,BEEF,THND_TONNE,2010,465
IRN,BEEF,THND_TONNE,2011,447
IRN,BEEF,THND_TONNE,2012,378
IRN,BEEF,THND_TONNE,2013,356
IRN,BEEF,THND_TONNE,2014,376
IRN,BEEF,THND_TONNE,2015,348
IRN,BEEF,THND_TONNE,2016,381
IRN,BEEF,THND_TONNE,2017,387.2911342
IRN,BEEF,THND_TONNE,2018,390.7086298
ARG,PIG,THND_TONNE,1990,153.631
ARG,PIG,THND_TONNE,1991,153.161
ARG,PIG,THND_TONNE,1992,192.864
ARG,PIG,THND_TONNE,1993,211.257
ARG,PIG,THND_TONNE,1994,213.326
ARG,PIG,THND_TONNE,1995,227.095
ARG,PIG,THND_TONNE,1996,220.9
ARG,PIG,THND_TONNE,1997,217
ARG,PIG,THND_TONNE,1998,253.12
ARG,PIG,THND_TONNE,1999,287.452
ARG,PIG,THND_TONNE,2000,283.104
ARG,PIG,THND_TONNE,2001,228.557
ARG,PIG,THND_TONNE,2002,214.715
ARG,PIG,THND_TONNE,2003,192.947
ARG,PIG,THND_TONNE,2004,209.955
ARG,PIG,THND_TONNE,2005,240.605
ARG,PIG,THND_TONNE,2006,298.71
ARG,PIG,THND_TONNE,2007,307.536
ARG,PIG,THND_TONNE,2008,304.846
ARG,PIG,THND_TONNE,2009,332.953
ARG,PIG,THND_TONNE,2010,331.633
ARG,PIG,THND_TONNE,2011,348.663
ARG,PIG,THND_TONNE,2012,355.2
ARG,PIG,THND_TONNE,2013,426.242
ARG,PIG,THND_TONNE,2014,438.7521436
ARG,PIG,THND_TONNE,2015,473.40448
ARG,PIG,THND_TONNE,2016,494.4004517
ARG,PIG,THND_TONNE,2017,499.9934342
ARG,PIG,THND_TONNE,2018,506.0294473
SDN,POULTRY,THND_TONNE,1990,22
SDN,POULTRY,THND_TONNE,1991,22
SDN,POULTRY,THND_TONNE,1992,23
SDN,POULTRY,THND_TONNE,1993,24
SDN,POULTRY,THND_TONNE,1994,24
SDN,POULTRY,THND_TONNE,1995,25
SDN,POULTRY,THND_TONNE,1996,27
SDN,POULTRY,THND_TONNE,1997,25
SDN,POULTRY,THND_TONNE,1998,25
SDN,POULTRY,THND_TONNE,1999,26
SDN,POULTRY,THND_TONNE,2000,26
SDN,POULTRY,THND_TONNE,2001,27
SDN,POULTRY,THND_TONNE,2002,27
SDN,POULTRY,THND_TONNE,2003,29
SDN,POULTRY,THND_TONNE,2004,37
SDN,POULTRY,THND_TONNE,2005,30
SDN,POULTRY,THND_TONNE,2006,25
SDN,POULTRY,THND_TONNE,2007,27
SDN,POULTRY,THND_TONNE,2008,28
SDN,POULTRY,THND_TONNE,2009,29
SDN,POULTRY,THND_TONNE,2010,40
SDN,POULTRY,THND_TONNE,2011,44
SDN,POULTRY,THND_TONNE,2012,49
SDN,POULTRY,THND_TONNE,2013,49
SDN,POULTRY,THND_TONNE,2014,48
SDN,POULTRY,THND_TONNE,2015,51
SDN,POULTRY,THND_TONNE,2016,51
SDN,POULTRY,THND_TONNE,2017,54.07772093
SDN,POULTRY,THND_TONNE,2018,56.28243841
COL,BEEF,THND_TONNE,1990,735
COL,BEEF,THND_TONNE,1991,676
COL,BEEF,THND_TONNE,1992,587
COL,BEEF,THND_TONNE,1993,601
COL,BEEF,THND_TONNE,1994,648
COL,BEEF,THND_TONNE,1995,702
COL,BEEF,THND_TONNE,1996,732
COL,BEEF,THND_TONNE,1997,766
COL,BEEF,THND_TONNE,1998,765
COL,BEEF,THND_TONNE,1999,716
COL,BEEF,THND_TONNE,2000,745
COL,BEEF,THND_TONNE,2001,698
COL,BEEF,THND_TONNE,2002,675
COL,BEEF,THND_TONNE,2003,638
COL,BEEF,THND_TONNE,2004,705
COL,BEEF,THND_TONNE,2005,783
COL,BEEF,THND_TONNE,2006,805
COL,BEEF,THND_TONNE,2007,775
COL,BEEF,THND_TONNE,2008,763
COL,BEEF,THND_TONNE,2009,706
COL,BEEF,THND_TONNE,2010,766
COL,BEEF,THND_TONNE,2011,817
COL,BEEF,THND_TONNE,2012,846
COL,BEEF,THND_TONNE,2013,811
COL,BEEF,THND_TONNE,2014,842
COL,BEEF,THND_TONNE,2015,837
COL,BEEF,THND_TONNE,2016,815
COL,BEEF,THND_TONNE,2017,819.6396303
COL,BEEF,THND_TONNE,2018,824.1178807
IDN,PIG,THND_TONNE,1990,546
IDN,PIG,THND_TONNE,1991,575
IDN,PIG,THND_TONNE,1992,586
IDN,PIG,THND_TONNE,1993,623
IDN,PIG,THND_TONNE,1994,661
IDN,PIG,THND_TONNE,1995,573
IDN,PIG,THND_TONNE,1996,601
IDN,PIG,THND_TONNE,1997,634
IDN,PIG,THND_TONNE,1998,623
IDN,PIG,THND_TONNE,1999,550
IDN,PIG,THND_TONNE,2000,422
IDN,PIG,THND_TONNE,2001,474
IDN,PIG,THND_TONNE,2002,465
IDN,PIG,THND_TONNE,2003,486.9999695
IDN,PIG,THND_TONNE,2004,484
IDN,PIG,THND_TONNE,2005,553
IDN,PIG,THND_TONNE,2006,592
IDN,PIG,THND_TONNE,2007,599
IDN,PIG,THND_TONNE,2008,638
IDN,PIG,THND_TONNE,2009,649
IDN,PIG,THND_TONNE,2010,696
IDN,PIG,THND_TONNE,2011,722
IDN,PIG,THND_TONNE,2012,730
IDN,PIG,THND_TONNE,2013,744
IDN,PIG,THND_TONNE,2014,747
IDN,PIG,THND_TONNE,2015,754
IDN,PIG,THND_TONNE,2016,756
IDN,PIG,THND_TONNE,2017,759.2542318
IDN,PIG,THND_TONNE,2018,775.9242929
EGY,SHEEP,THND_TONNE,1990,82
EGY,SHEEP,THND_TONNE,1991,74
EGY,SHEEP,THND_TONNE,1992,77
EGY,SHEEP,THND_TONNE,1993,80
EGY,SHEEP,THND_TONNE,1994,87
EGY,SHEEP,THND_TONNE,1995,90
EGY,SHEEP,THND_TONNE,1996,90
EGY,SHEEP,THND_TONNE,1997,94
EGY,SHEEP,THND_TONNE,1998,96
EGY,SHEEP,THND_TONNE,1999,81
EGY,SHEEP,THND_TONNE,2000,77
EGY,SHEEP,THND_TONNE,2001,80
EGY,SHEEP,THND_TONNE,2002,79
EGY,SHEEP,THND_TONNE,2003,71
EGY,SHEEP,THND_TONNE,2004,58
EGY,SHEEP,THND_TONNE,2005,88
EGY,SHEEP,THND_TONNE,2006,106
EGY,SHEEP,THND_TONNE,2007,129
EGY,SHEEP,THND_TONNE,2008,150
EGY,SHEEP,THND_TONNE,2009,145
EGY,SHEEP,THND_TONNE,2010,131
EGY,SHEEP,THND_TONNE,2011,128
EGY,SHEEP,THND_TONNE,2012,132
EGY,SHEEP,THND_TONNE,2013,132
EGY,SHEEP,THND_TONNE,2014,134
EGY,SHEEP,THND_TONNE,2015,133
EGY,SHEEP,THND_TONNE,2016,134
EGY,SHEEP,THND_TONNE,2017,138.5106666
EGY,SHEEP,THND_TONNE,2018,143.1479097
COL,POULTRY,THND_TONNE,1990,299
COL,POULTRY,THND_TONNE,1991,388
COL,POULTRY,THND_TONNE,1992,416
COL,POULTRY,THND_TONNE,1993,456
COL,POULTRY,THND_TONNE,1994,512
COL,POULTRY,THND_TONNE,1995,570
COL,POULTRY,THND_TONNE,1996,490
COL,POULTRY,THND_TONNE,1997,460
COL,POULTRY,THND_TONNE,1998,531
COL,POULTRY,THND_TONNE,1999,522
COL,POULTRY,THND_TONNE,2000,537
COL,POULTRY,THND_TONNE,2001,634
COL,POULTRY,THND_TONNE,2002,684
COL,POULTRY,THND_TONNE,2003,710
COL,POULTRY,THND_TONNE,2004,729
COL,POULTRY,THND_TONNE,2005,795
COL,POULTRY,THND_TONNE,2006,886
COL,POULTRY,THND_TONNE,2007,965
COL,POULTRY,THND_TONNE,2008,1052
COL,POULTRY,THND_TONNE,2009,1062
COL,POULTRY,THND_TONNE,2010,1088
COL,POULTRY,THND_TONNE,2011,1127
COL,POULTRY,THND_TONNE,2012,1169
COL,POULTRY,THND_TONNE,2013,1333
COL,POULTRY,THND_TONNE,2014,1415
COL,POULTRY,THND_TONNE,2015,1483
COL,POULTRY,THND_TONNE,2016,1495
COL,POULTRY,THND_TONNE,2017,1522.222118
COL,POULTRY,THND_TONNE,2018,1547.067344
HTI,PIG,THND_TONNE,1990,14
HTI,PIG,THND_TONNE,1991,16
HTI,PIG,THND_TONNE,1992,18
HTI,PIG,THND_TONNE,1993,20
HTI,PIG,THND_TONNE,1994,19
HTI,PIG,THND_TONNE,1995,26
HTI,PIG,THND_TONNE,1996,26
HTI,PIG,THND_TONNE,1997,27
HTI,PIG,THND_TONNE,1998,29
HTI,PIG,THND_TONNE,1999,30
HTI,PIG,THND_TONNE,2000,31
HTI,PIG,THND_TONNE,2001,36
HTI,PIG,THND_TONNE,2002,38
HTI,PIG,THND_TONNE,2003,40
HTI,PIG,THND_TONNE,2004,37
HTI,PIG,THND_TONNE,2005,39
HTI,PIG,THND_TONNE,2006,38
HTI,PIG,THND_TONNE,2007,41
HTI,PIG,THND_TONNE,2008,41
HTI,PIG,THND_TONNE,2009,39
HTI,PIG,THND_TONNE,2010,39
HTI,PIG,THND_TONNE,2011,41
HTI,PIG,THND_TONNE,2012,44
HTI,PIG,THND_TONNE,2013,44
HTI,PIG,THND_TONNE,2014,45
HTI,PIG,THND_TONNE,2015,44
HTI,PIG,THND_TONNE,2016,44
HTI,PIG,THND_TONNE,2017,45.15679765
HTI,PIG,THND_TONNE,2018,45.49315702
COL,SHEEP,THND_TONNE,1990,13
COL,SHEEP,THND_TONNE,1991,12
COL,SHEEP,THND_TONNE,1992,12
COL,SHEEP,THND_TONNE,1993,13
COL,SHEEP,THND_TONNE,1994,13
COL,SHEEP,THND_TONNE,1995,14
COL,SHEEP,THND_TONNE,1996,12
COL,SHEEP,THND_TONNE,1997,13
COL,SHEEP,THND_TONNE,1998,12
COL,SHEEP,THND_TONNE,1999,12
COL,SHEEP,THND_TONNE,2000,14
COL,SHEEP,THND_TONNE,2001,13
COL,SHEEP,THND_TONNE,2002,12
COL,SHEEP,THND_TONNE,2003,14
COL,SHEEP,THND_TONNE,2004,15
COL,SHEEP,THND_TONNE,2005,17
COL,SHEEP,THND_TONNE,2006,12
COL,SHEEP,THND_TONNE,2007,12
COL,SHEEP,THND_TONNE,2008,11
COL,SHEEP,THND_TONNE,2009,12
COL,SHEEP,THND_TONNE,2010,11
COL,SHEEP,THND_TONNE,2011,11
COL,SHEEP,THND_TONNE,2012,11
COL,SHEEP,THND_TONNE,2013,10
COL,SHEEP,THND_TONNE,2014,10
COL,SHEEP,THND_TONNE,2015,11
COL,SHEEP,THND_TONNE,2016,12
COL,SHEEP,THND_TONNE,2017,12.38626293
COL,SHEEP,THND_TONNE,2018,12.43230533
JPN,BEEF,THND_TONNE,1990,1067.242429
JPN,BEEF,THND_TONNE,1991,1142.370143
JPN,BEEF,THND_TONNE,1992,1190.669
JPN,BEEF,THND_TONNE,1993,1308.382571
JPN,BEEF,THND_TONNE,1994,1441.189429
JPN,BEEF,THND_TONNE,1995,1517.9
JPN,BEEF,THND_TONNE,1996,1441.212571
JPN,BEEF,THND_TONNE,1997,1463.358286
JPN,BEEF,THND_TONNE,1998,1486.628571
JPN,BEEF,THND_TONNE,1999,1486.738143
JPN,BEEF,THND_TONNE,2000,1570.034286
JPN,BEEF,THND_TONNE,2001,1282.591429
JPN,BEEF,THND_TONNE,2002,1302.38277
JPN,BEEF,THND_TONNE,2003,1276.908571
JPN,BEEF,THND_TONNE,2004,1275.117143
JPN,BEEF,THND_TONNE,2005,1142.901429
JPN,BEEF,THND_TONNE,2006,1135.178286
JPN,BEEF,THND_TONNE,2007,1171.139714
JPN,BEEF,THND_TONNE,2008,1172.563286
JPN,BEEF,THND_TONNE,2009,1192.209143
JPN,BEEF,THND_TONNE,2010,1231.567143
JPN,BEEF,THND_TONNE,2011,1233.994286
JPN,BEEF,THND_TONNE,2012,1234.865714
JPN,BEEF,THND_TONNE,2013,1233.085857
JPN,BEEF,THND_TONNE,2014,1224.718571
JPN,BEEF,THND_TONNE,2015,1187.077143
JPN,BEEF,THND_TONNE,2016,1190.629533
JPN,BEEF,THND_TONNE,2017,1191.576422
JPN,BEEF,THND_TONNE,2018,1195.709176
DZA,POULTRY,THND_TONNE,1990,185
DZA,POULTRY,THND_TONNE,1991,189
DZA,POULTRY,THND_TONNE,1992,193
DZA,POULTRY,THND_TONNE,1993,198
DZA,POULTRY,THND_TONNE,1994,202
DZA,POULTRY,THND_TONNE,1995,202
DZA,POULTRY,THND_TONNE,1996,215
DZA,POULTRY,THND_TONNE,1997,220
DZA,POULTRY,THND_TONNE,1998,248
DZA,POULTRY,THND_TONNE,1999,236
DZA,POULTRY,THND_TONNE,2000,245
DZA,POULTRY,THND_TONNE,2001,243
DZA,POULTRY,THND_TONNE,2002,246
DZA,POULTRY,THND_TONNE,2003,259
DZA,POULTRY,THND_TONNE,2004,269
DZA,POULTRY,THND_TONNE,2005,272
DZA,POULTRY,THND_TONNE,2006,262
DZA,POULTRY,THND_TONNE,2007,267
DZA,POULTRY,THND_TONNE,2008,268
DZA,POULTRY,THND_TONNE,2009,271
DZA,POULTRY,THND_TONNE,2010,277
DZA,POULTRY,THND_TONNE,2011,279
DZA,POULTRY,THND_TONNE,2012,292
DZA,POULTRY,THND_TONNE,2013,291
DZA,POULTRY,THND_TONNE,2014,288
DZA,POULTRY,THND_TONNE,2015,288
DZA,POULTRY,THND_TONNE,2016,290
DZA,POULTRY,THND_TONNE,2017,293.9143707
DZA,POULTRY,THND_TONNE,2018,297.8475809
MYS,PIG,THND_TONNE,1990,233
MYS,PIG,THND_TONNE,1991,237
MYS,PIG,THND_TONNE,1992,255.9999847
MYS,PIG,THND_TONNE,1993,267
MYS,PIG,THND_TONNE,1994,288
MYS,PIG,THND_TONNE,1995,287
MYS,PIG,THND_TONNE,1996,280
MYS,PIG,THND_TONNE,1997,283
MYS,PIG,THND_TONNE,1998,267
MYS,PIG,THND_TONNE,1999,170
MYS,PIG,THND_TONNE,2000,173
MYS,PIG,THND_TONNE,2001,202
MYS,PIG,THND_TONNE,2002,211
MYS,PIG,THND_TONNE,2003,202
MYS,PIG,THND_TONNE,2004,207
MYS,PIG,THND_TONNE,2005,204
MYS,PIG,THND_TONNE,2006,220
MYS,PIG,THND_TONNE,2007,202
MYS,PIG,THND_TONNE,2008,198
MYS,PIG,THND_TONNE,2009,207
MYS,PIG,THND_TONNE,2010,247
MYS,PIG,THND_TONNE,2011,244
MYS,PIG,THND_TONNE,2012,239
MYS,PIG,THND_TONNE,2013,239
MYS,PIG,THND_TONNE,2014,242
MYS,PIG,THND_TONNE,2015,250
MYS,PIG,THND_TONNE,2016,251
MYS,PIG,THND_TONNE,2017,258.4037953
MYS,PIG,THND_TONNE,2018,255.9922951
CHE,BEEF,THND_TONNE,1990,173.0000001
CHE,BEEF,THND_TONNE,1991,178.0000001
CHE,BEEF,THND_TONNE,1992,176.0000002
CHE,BEEF,THND_TONNE,1993,171
CHE,BEEF,THND_TONNE,1994,157.0000005
CHE,BEEF,THND_TONNE,1995,156.0000004
CHE,BEEF,THND_TONNE,1996,157.0000002
CHE,BEEF,THND_TONNE,1997,159.0000002
CHE,BEEF,THND_TONNE,1998,158.0000003
CHE,BEEF,THND_TONNE,1999,156.4720001
CHE,BEEF,THND_TONNE,2000,145.939
CHE,BEEF,THND_TONNE,2001,145.8310001
CHE,BEEF,THND_TONNE,2002,146.5870001
CHE,BEEF,THND_TONNE,2003,149.72791
CHE,BEEF,THND_TONNE,2004,149.88991
CHE,BEEF,THND_TONNE,2005,152.27391
CHE,BEEF,THND_TONNE,2006,156.94091
CHE,BEEF,THND_TONNE,2007,155.93191
CHE,BEEF,THND_TONNE,2008,163.3717
CHE,BEEF,THND_TONNE,2009,163.5711672
CHE,BEEF,THND_TONNE,2010,170.866025
CHE,BEEF,THND_TONNE,2011,173.9264673
CHE,BEEF,THND_TONNE,2012,169.251355
CHE,BEEF,THND_TONNE,2013,175.9344934
CHE,BEEF,THND_TONNE,2014,177.187163
CHE,BEEF,THND_TONNE,2015,175.2436001
CHE,BEEF,THND_TONNE,2016,171.2921598
CHE,BEEF,THND_TONNE,2017,176.0203296
CHE,BEEF,THND_TONNE,2018,176.1412575
OECD,PIG,THND_TONNE,1991,32489.20456
OECD,PIG,THND_TONNE,1992,33292.54934
OECD,PIG,THND_TONNE,1993,33424.40187
OECD,PIG,THND_TONNE,1994,33955.54523
OECD,PIG,THND_TONNE,1995,34018.5086
OECD,PIG,THND_TONNE,1996,33606.45491
OECD,PIG,THND_TONNE,1997,33496.08122
OECD,PIG,THND_TONNE,1998,35783.37595
OECD,PIG,THND_TONNE,1999,35633.49795
OECD,PIG,THND_TONNE,2000,35138.03593
OECD,PIG,THND_TONNE,2001,35582.92792
OECD,PIG,THND_TONNE,2002,36392.84841
OECD,PIG,THND_TONNE,2003,36713.90915
OECD,PIG,THND_TONNE,2004,36570.77347
OECD,PIG,THND_TONNE,2005,36408.24243
OECD,PIG,THND_TONNE,2006,36756.13036
OECD,PIG,THND_TONNE,2007,37997.55083
OECD,PIG,THND_TONNE,2008,37669.43039
OECD,PIG,THND_TONNE,2009,37181.80945
OECD,PIG,THND_TONNE,2010,37288.74948
OECD,PIG,THND_TONNE,2011,36874.95472
OECD,PIG,THND_TONNE,2012,36627.30249
OECD,PIG,THND_TONNE,2013,36915.31051
OECD,PIG,THND_TONNE,2014,37465.75189
OECD,PIG,THND_TONNE,2015,39151.47635
OECD,PIG,THND_TONNE,2016,39026.1761
OECD,PIG,THND_TONNE,2017,39663.28021
OECD,PIG,THND_TONNE,2018,39383.82656
OECD,SHEEP,THND_TONNE,1990,2860.601655
OECD,SHEEP,THND_TONNE,1991,2875.204139
OECD,SHEEP,THND_TONNE,1992,2822.339233
OECD,SHEEP,THND_TONNE,1993,2775.645947
OECD,SHEEP,THND_TONNE,1994,2766.327828
OECD,SHEEP,THND_TONNE,1995,2729.473854
OECD,SHEEP,THND_TONNE,1996,2595.746023
OECD,SHEEP,THND_TONNE,1997,2615.840656
OECD,SHEEP,THND_TONNE,1998,2674.276893
OECD,SHEEP,THND_TONNE,1999,2648.561645
OECD,SHEEP,THND_TONNE,2000,2707.528748
OECD,SHEEP,THND_TONNE,2001,2567.733679
OECD,SHEEP,THND_TONNE,2002,2522.005059
OECD,SHEEP,THND_TONNE,2003,2499.846147
OECD,SHEEP,THND_TONNE,2004,2458.814091
OECD,SHEEP,THND_TONNE,2005,2496.961768
OECD,SHEEP,THND_TONNE,2006,2493.996692
OECD,SHEEP,THND_TONNE,2007,2483.318706
OECD,SHEEP,THND_TONNE,2008,2354.285258
OECD,SHEEP,THND_TONNE,2009,2200.436224
OECD,SHEEP,THND_TONNE,2010,2028.360088
OECD,SHEEP,THND_TONNE,2011,2031.218019
OECD,SHEEP,THND_TONNE,2012,1986.749464
OECD,SHEEP,THND_TONNE,2013,1978.047466
OECD,SHEEP,THND_TONNE,2014,1992.255291
OECD,SHEEP,THND_TONNE,2015,2104.592936
OECD,SHEEP,THND_TONNE,2016,2090.625494
OECD,SHEEP,THND_TONNE,2017,2095.850398
OECD,SHEEP,THND_TONNE,2018,2132.846116
PAK,POULTRY,THND_TONNE,1990,161
PAK,POULTRY,THND_TONNE,1991,155
PAK,POULTRY,THND_TONNE,1992,173
PAK,POULTRY,THND_TONNE,1993,269
PAK,POULTRY,THND_TONNE,1994,300
PAK,POULTRY,THND_TONNE,1995,313
PAK,POULTRY,THND_TONNE,1996,360
PAK,POULTRY,THND_TONNE,1997,392
PAK,POULTRY,THND_TONNE,1998,289
PAK,POULTRY,THND_TONNE,1999,315
PAK,POULTRY,THND_TONNE,2000,327
PAK,POULTRY,THND_TONNE,2001,344
PAK,POULTRY,THND_TONNE,2002,360
PAK,POULTRY,THND_TONNE,2003,378
PAK,POULTRY,THND_TONNE,2004,384
PAK,POULTRY,THND_TONNE,2005,390
PAK,POULTRY,THND_TONNE,2006,518
PAK,POULTRY,THND_TONNE,2007,559
PAK,POULTRY,THND_TONNE,2008,605
PAK,POULTRY,THND_TONNE,2009,662
PAK,POULTRY,THND_TONNE,2010,712
PAK,POULTRY,THND_TONNE,2011,772
PAK,POULTRY,THND_TONNE,2012,841
PAK,POULTRY,THND_TONNE,2013,909
PAK,POULTRY,THND_TONNE,2014,932
PAK,POULTRY,THND_TONNE,2015,952
PAK,POULTRY,THND_TONNE,2016,957
PAK,POULTRY,THND_TONNE,2017,976.2165669
PAK,POULTRY,THND_TONNE,2018,1022.523195
THA,BEEF,THND_TONNE,1990,317
THA,BEEF,THND_TONNE,1991,319
THA,BEEF,THND_TONNE,1992,317
THA,BEEF,THND_TONNE,1993,338
THA,BEEF,THND_TONNE,1994,274
THA,BEEF,THND_TONNE,1995,359
THA,BEEF,THND_TONNE,1996,324
THA,BEEF,THND_TONNE,1997,284
THA,BEEF,THND_TONNE,1998,253
THA,BEEF,THND_TONNE,1999,228
THA,BEEF,THND_TONNE,2000,221
THA,BEEF,THND_TONNE,2001,231
THA,BEEF,THND_TONNE,2002,240
THA,BEEF,THND_TONNE,2003,247
THA,BEEF,THND_TONNE,2004,264
THA,BEEF,THND_TONNE,2005,309
THA,BEEF,THND_TONNE,2006,290
THA,BEEF,THND_TONNE,2007,184
THA,BEEF,THND_TONNE,2008,204
THA,BEEF,THND_TONNE,2009,204.9999847
THA,BEEF,THND_TONNE,2010,211
THA,BEEF,THND_TONNE,2011,189
THA,BEEF,THND_TONNE,2012,192
THA,BEEF,THND_TONNE,2013,179
THA,BEEF,THND_TONNE,2014,171
THA,BEEF,THND_TONNE,2015,166.9999847
THA,BEEF,THND_TONNE,2016,173
THA,BEEF,THND_TONNE,2017,173.7177343
THA,BEEF,THND_TONNE,2018,174.4980452
JPN,SHEEP,THND_TONNE,1990,105.12
JPN,SHEEP,THND_TONNE,1991,107.753
JPN,SHEEP,THND_TONNE,1992,113.532
JPN,SHEEP,THND_TONNE,1993,95.979
JPN,SHEEP,THND_TONNE,1994,80.637
JPN,SHEEP,THND_TONNE,1995,82.76
JPN,SHEEP,THND_TONNE,1996,71.57
JPN,SHEEP,THND_TONNE,1997,63.16
JPN,SHEEP,THND_TONNE,1998,60.62
JPN,SHEEP,THND_TONNE,1999,50.97
JPN,SHEEP,THND_TONNE,2000,46.34
JPN,SHEEP,THND_TONNE,2001,44.52
JPN,SHEEP,THND_TONNE,2002,42.67
JPN,SHEEP,THND_TONNE,2003,36.67
JPN,SHEEP,THND_TONNE,2004,46.46
JPN,SHEEP,THND_TONNE,2005,53.06
JPN,SHEEP,THND_TONNE,2006,53.49
JPN,SHEEP,THND_TONNE,2007,38.59
JPN,SHEEP,THND_TONNE,2008,39.05
JPN,SHEEP,THND_TONNE,2009,39.44
JPN,SHEEP,THND_TONNE,2010,31.62
JPN,SHEEP,THND_TONNE,2011,31.86
JPN,SHEEP,THND_TONNE,2012,27.455651
JPN,SHEEP,THND_TONNE,2013,18.168
JPN,SHEEP,THND_TONNE,2014,20.39
JPN,SHEEP,THND_TONNE,2015,19
JPN,SHEEP,THND_TONNE,2016,21
JPN,SHEEP,THND_TONNE,2017,21.06688408
JPN,SHEEP,THND_TONNE,2018,20.92398731
SAU,BEEF,THND_TONNE,1990,71
SAU,BEEF,THND_TONNE,1991,84
SAU,BEEF,THND_TONNE,1992,88
SAU,BEEF,THND_TONNE,1993,51
SAU,BEEF,THND_TONNE,1994,54
SAU,BEEF,THND_TONNE,1995,97
SAU,BEEF,THND_TONNE,1996,67
SAU,BEEF,THND_TONNE,1997,64
SAU,BEEF,THND_TONNE,1998,83
SAU,BEEF,THND_TONNE,1999,60
SAU,BEEF,THND_TONNE,2000,83
SAU,BEEF,THND_TONNE,2001,54
SAU,BEEF,THND_TONNE,2002,83
SAU,BEEF,THND_TONNE,2003,80
SAU,BEEF,THND_TONNE,2004,104
SAU,BEEF,THND_TONNE,2005,102
SAU,BEEF,THND_TONNE,2006,132
SAU,BEEF,THND_TONNE,2007,147
SAU,BEEF,THND_TONNE,2008,144
SAU,BEEF,THND_TONNE,2009,158
SAU,BEEF,THND_TONNE,2010,171
SAU,BEEF,THND_TONNE,2011,175
SAU,BEEF,THND_TONNE,2012,187
SAU,BEEF,THND_TONNE,2013,179
SAU,BEEF,THND_TONNE,2014,182
SAU,BEEF,THND_TONNE,2015,179
SAU,BEEF,THND_TONNE,2016,176
SAU,BEEF,THND_TONNE,2017,180.8899188
SAU,BEEF,THND_TONNE,2018,182.4936885
CAN,POULTRY,THND_TONNE,1990,813.06221
CAN,POULTRY,THND_TONNE,1991,822.33141
CAN,POULTRY,THND_TONNE,1992,833.15847
CAN,POULTRY,THND_TONNE,1993,860.38473
CAN,POULTRY,THND_TONNE,1994,923.70448
CAN,POULTRY,THND_TONNE,1995,925.216615
CAN,POULTRY,THND_TONNE,1996,928.6207
CAN,POULTRY,THND_TONNE,1997,952.083545
CAN,POULTRY,THND_TONNE,1998,979.93776
CAN,POULTRY,THND_TONNE,1999,1030.13978
CAN,POULTRY,THND_TONNE,2000,1089.096795
CAN,POULTRY,THND_TONNE,2001,1138.404645
CAN,POULTRY,THND_TONNE,2002,1159.636895
CAN,POULTRY,THND_TONNE,2003,1175.942285
CAN,POULTRY,THND_TONNE,2004,1194.015715
CAN,POULTRY,THND_TONNE,2005,1214.34714
CAN,POULTRY,THND_TONNE,2006,1240.033975
CAN,POULTRY,THND_TONNE,2007,1259.04704
CAN,POULTRY,THND_TONNE,2008,1279.84468
CAN,POULTRY,THND_TONNE,2009,1275.123395
CAN,POULTRY,THND_TONNE,2010,1274.124016
CAN,POULTRY,THND_TONNE,2011,1247.833936
CAN,POULTRY,THND_TONNE,2012,1249.815558
CAN,POULTRY,THND_TONNE,2013,1276.489846
CAN,POULTRY,THND_TONNE,2014,1321.8497
CAN,POULTRY,THND_TONNE,2015,1392.94
CAN,POULTRY,THND_TONNE,2016,1435.654142
CAN,POULTRY,THND_TONNE,2017,1452.19359
CAN,POULTRY,THND_TONNE,2018,1456.019645
CHL,BEEF,THND_TONNE,1990,245
CHL,BEEF,THND_TONNE,1991,242
CHL,BEEF,THND_TONNE,1992,236
CHL,BEEF,THND_TONNE,1993,270
CHL,BEEF,THND_TONNE,1994,293
CHL,BEEF,THND_TONNE,1995,324
CHL,BEEF,THND_TONNE,1996,340
